encoding,depth,seed,seasonal_lag,center_fidelity,neighbor_geometric_mean_fidelity,neighbor_arithmetic_mean_fidelity,log10_seasonal_prominence,seasonal_prominence_ratio,seasonal_prominence_arithmetic_ratio
learnable_seasonal_cdf_rz,5,45,36,0.0205504949269463,0.0001857606687745317,0.00025086472539378963,2.0438685197083064,110.62888103557381,81.9186312252055
learnable_seasonal_cdf_rz,5,46,12,0.0125857894070103,0.00012402964306562896,0.00015196169656270762,2.006354966713789,101.47404359093956,82.82211696561787
learnable_seasonal_cdf_rz,5,46,24,0.0449713984305306,0.00010887553909288179,0.00012663301117556608,2.6160060741855853,413.0532790488913,355.1317149694997
learnable_seasonal_cdf_rz,5,46,36,0.0074923021292029,9.430027880874542e-05,0.00011798380427931163,1.9001023053273776,79.45153740635666,63.50280171900398
learnable_seasonal_cdf_rz,6,42,12,0.0172112275101611,8.981823738927261e-05,9.628198801836785e-05,2.2824473173211115,191.6228597936916,178.75853899981468
learnable_seasonal_cdf_rz,6,42,24,0.0455404807212623,9.052292433668538e-05,9.77648077369158e-05,2.7016390353153117,503.0822971635545,465.81670618952495
learnable_seasonal_cdf_rz,6,42,36,0.0104644726740025,8.689401450298459e-05,8.889706433724319e-05,2.0807274861574823,120.42800339997031,117.7144909341898
learnable_seasonal_cdf_rz,6,43,12,0.0156729470003645,0.0001100392075456565,0.00012702578731171011,2.1536032108560006,142.43056952097388,123.3839784193147
learnable_seasonal_cdf_rz,6,43,24,0.0384786264293942,0.0001287818464525464,0.0001622469096290938,2.4753649130004654,298.78921206159924,237.16092045980204
learnable_seasonal_cdf_rz,6,43,36,0.0094936955903168,0.00010510106564633507,0.00011392981706001437,1.9558281827398596,90.32920391371745,83.32933234954501
learnable_seasonal_cdf_rz,6,44,12,0.0080858867333626,8.5416523812532e-05,8.964228029271285e-05,1.9761857604554174,94.66419812528443,90.20170735237214
learnable_seasonal_cdf_rz,6,44,24,0.0355640039235497,9.966650728705129e-05,0.00010468366325003167,2.5524614103740886,356.83004142124844,339.7283092645207
learnable_seasonal_cdf_rz,6,44,36,0.0055539833576628,8.024200798834461e-05,8.36181002325812e-05,1.8402027860661452,69.21540844877073,66.4208268570389
learnable_seasonal_cdf_rz,6,45,12,0.0134624574062755,0.00010968193289820061,0.00012285384526633698,2.0889892469329525,122.74088403210807,109.58108292898773
learnable_seasonal_cdf_rz,6,45,24,0.0428328862148238,0.0001541571472693752,0.00021138626877533062,2.443813674558918,277.8520942657127,202.62851727776237
learnable_seasonal_cdf_rz,6,45,36,0.0075448974760266,8.661432430972951e-05,9.496186889151133e-05,1.940063620990541,87.10911891486141,79.45186382806163
