encoding,depth,seed,tau,n_pairs,mean_fidelity,std_fidelity_over_time,median_fidelity,min_fidelity,max_fidelity,mean_infidelity,mean_log_fidelity,geometric_mean_fidelity,mean_fidelity_over_haar,median_fidelity_over_haar
ry,1,42,16,89,9.319743644913116e-06,3.7300797813177256e-05,1.7318808863939546e-08,2.9819263460505215e-12,0.0002363953157059,0.9999906802563552,-17.866082610733343,1.7412410971980732e-08,0.1526946798782565,0.0002837513644267
ry,1,42,17,88,8.210132644551682e-07,3.1349787604665903e-06,2.610163454682777e-10,1.6520259630116375e-16,2.372285116726888e-05,0.9999991789867356,-22.18905751052886,2.3089512553061312e-10,0.0134514813248334,4.276491804152262e-06
ry,1,42,18,87,4.957376296553801e-06,3.2522819331634004e-05,1.3800009454795363e-10,1.3611387506772471e-14,0.0002926018294484,0.9999950426237036,-22.25235075405762,2.1673390608860196e-10,0.0812216532427374,2.260993549073672e-06
ry,1,42,19,86,1.0812435730036326e-06,7.573284186154151e-06,2.570141798963599e-10,5.1354389835375975e-18,7.014591301644495e-05,0.9999989187564268,-23.03768693362074,9.882337662741738e-11,0.0177150947000915,4.21092032342196e-06
ry,1,42,20,85,2.8587641455471005e-07,8.986377941704327e-07,4.9271987619761576e-11,1.8750562799470255e-16,4.293455529597977e-06,0.9999997141235856,-23.6227605130705,5.505103162956544e-11,0.0046837991760643,8.072722451621737e-07
ry,1,42,21,84,1.4517469727131268e-05,5.658931579058962e-05,1.513924593739198e-07,2.8088378357141646e-14,0.0004643680282327,0.9999854825302732,-16.875568429712207,4.6884981825624775e-08,0.2378542240093187,0.0024804140543823
ry,1,42,22,83,0.0007544702076434,0.0025270170752745,1.1768995371204291e-05,1.4049495962891095e-10,0.0164278190202251,0.9992455297923566,-11.616522135684976,9.01588861289314e-06,12.361239882030748,0.1928232201618111
ry,1,42,23,82,0.0084793665672493,0.0174445197319202,0.0005533074914982,5.5136220757304705e-09,0.0744526660497591,0.9915206334327504,-8.113405588995663,0.0002994971701615,138.92594183781395,9.065389940707654
ry,1,42,24,81,0.0223511628995061,0.0330510956183689,0.0035188448700136,1.758935101564127e-05,0.1081337165789917,0.977648837100494,-5.973086748537973,0.0025463692739438,366.2014529455083,57.65275435030288
ry,1,42,25,80,0.0193171116654453,0.0433169698613566,0.0002134744462357,3.126917996998588e-09,0.2020886898910543,0.9806828883345547,-8.609631203454654,0.0001823411447984,316.4915575266558,3.4975653271270306
ry,1,42,26,79,0.0014156730794629,0.0034953657202131,3.826395843953671e-06,1.2297971376317693e-12,0.0199170267911913,0.9985843269205372,-13.149536893309197,1.9463847250395447e-06,23.194387733921303,0.0626916695073369
ry,1,42,27,78,0.0002397820125682,0.000908218804734,2.964646939635022e-06,2.4333781133282293e-16,0.0056717917235649,0.9997602179874318,-15.79228374291974,1.3851548078841542e-07,3.928588493917988,0.0485727754589802
ry,1,42,28,77,1.1468541937024317e-06,4.802638742844099e-06,4.002443941090457e-09,4.339616144142919e-13,3.11576996121247e-05,0.9999988531458064,-19.674881418815808,2.853038076104612e-09,0.0187900591096206,6.557604153082604e-05
